,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Spectacles,Age_Range,Washer_No,Dryer_No,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
481,27/11/2015,17:25:34,malay,male,moderate,no,no_kids,big,red,casual,white,short_sleeve,blue,long,blankets,no,35,6,9,55,2,17,2.968260802,101.6848408,1
480,27/11/2015,17:03:52,chinese,male,moderate,no,no_kids,big,red,casual,black,short_sleeve,grey,short,clothes,no,36,5,9,57,1,20,2.908012718,101.671837,2
479,27/11/2015,16:58:42,malay,male,thin,no,no_kids,big,orange,casual,white,short_sleeve,blue,long,blankets,yes,37,4,9,54,1,13,2.934458597,101.7177281,1
477,27/11/2015,15:25:31,chinese,male,thin,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,yes,53,4,9,12,2,12,2.930921698,101.7035687,1
456,27/11/2015,8:26:31,chinese,female,moderate,no,no_kids,big,white,casual,orange,short_sleeve,blue,short,clothes,no,19,3,7,40,1,13,3.086505189,101.3933946,3
457,27/11/2015,8:45:29,malay,female,thin,no,no_kids,big,grey,casual,white,short_sleeve,black,long,clothes,no,47,4,9,13,1,10,3.185950425,101.7399688,3
476,27/11/2015,15:25:31,foreigner,male,moderate,no,no_kids,big,blue,casual,green,short_sleeve,black,long,blankets,yes,36,3,8,41,3,17,3.145923398,101.7054583,3
458,27/11/2015,8:55:52,chinese,male,thin,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,no,47,6,8,12,2,16,3.179523806,101.5874749,2
475,27/11/2015,15:25:31,chinese,male,moderate,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,clothes,no,25,4,8,39,3,8,3.068932627,101.620029,2
474,27/11/2015,14:48:42,malay,female,fat,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,no,37,4,8,41,3,9,3.045898633,101.4055359,1
483,27/11/2015,17:30:51,indian,female,moderate,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,no,48,4,7,25,5,14,2.908306481,101.6971095,3
459,27/11/2015,8:55:52,chinese,female,moderate,no,no_kids,big,white,casual,brown,short_sleeve,blue,short,clothes,no,32,3,7,34,1,14,3.131215399,101.692168,3
472,27/11/2015,14:48:42,indian,female,moderate,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,no,37,4,10,16,3,8,3.000454343,101.5041139,2
471,27/11/2015,14:33:44,indian,male,moderate,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,no,18,5,7,34,3,19,3.107255717,101.6479075,3
470,27/11/2015,13:28:59,indian,female,thin,no,no_kids,big,blue,casual,blue,short_sleeve,purple,short,clothes,no,28,3,9,30,0,10,3.191219333,101.7052061,3
460,27/11/2015,9:15:51,malay,female,thin,no,no_kids,big,white,casual,red,short_sleeve,red,long,clothes,no,20,5,9,55,2,17,3.130599735,101.7544228,2
469,27/11/2015,13:25:50,chinese,female,fat,no,no_kids,big,red,casual,black,long sleeve,blue,long,clothes,no,18,3,7,29,1,19,3.126557235,101.748588,2
468,27/11/2015,12:48:06,malay,male,thin,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,no,29,4,9,33,0,17,3.092591306,101.5973513,1
467,27/11/2015,12:37:20,indian,male,moderate,no,no_kids,small,yellow,formal,red,short_sleeve,blue,long,clothes,no,42,4,10,50,4,16,3.084898105,101.6433744,2
461,27/11/2015,9:15:51,indian,male,thin,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,no,22,4,10,17,5,17,3.168838471,101.5913866,1
465,27/11/2015,11:35:02,foreigner,female,moderate,no,no_kids,big,white,casual,yellow,long sleeve,blue,long,blankets,no,45,5,10,39,0,7,3.143764349,101.761231,1
464,27/11/2015,11:35:02,malay,female,thin,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,no,32,3,9,59,5,9,3.114141993,101.6040321,3
463,27/11/2015,10:22:32,malay,female,moderate,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,no,26,6,8,43,3,12,3.12882787,101.6120739,3
473,27/11/2015,14:48:42,indian,male,moderate,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,no,48,3,9,33,4,12,3.039506371,101.4552725,3
484,27/11/2015,17:30:51,indian,female,moderate,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,no,48,6,8,30,0,16,2.951961613,101.6610564,3
478,27/11/2015,16:58:42,chinese,male,thin,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,no,32,5,9,35,4,11,2.910689023,101.67458,2
491,27/11/2015,19:20:57,indian,female,thin,no,no_kids,big,brown,casual,black,short_sleeve,grey,long,clothes,no,44,4,9,49,0,8,2.931169685,101.662908,1
495,27/11/2015,20:29:06,indian,female,thin,no,no_kids,big,pink,casual,black,short_sleeve,black,long,clothes,no,45,6,10,28,3,18,2.954237707,101.7374635,2
490,27/11/2015,18:52:40,malay,male,moderate,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,yes,51,4,9,24,5,19,2.963397093,101.722304,1
489,27/11/2015,18:40:46,chinese,female,moderate,no,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,no,44,3,10,17,0,11,2.960871822,101.6574153,2
496,27/11/2015,20:30:58,indian,female,fat,no,no_kids,big,pink,casual,white,short_sleeve,black,long,clothes,no,37,6,9,41,3,9,2.963707503,101.7117114,1
493,27/11/2015,20:08:45,foreigner,female,moderate,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,no,30,4,8,39,2,15,2.962342707,101.6555812,1
488,27/11/2015,18:40:46,chinese,male,thin,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,no,39,6,9,11,5,7,2.96958788,101.7254229,3
487,27/11/2015,18:05:15,malay,female,moderate,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,no,34,6,8,20,3,8,2.926339562,101.6691782,1
486,27/11/2015,18:05:15,indian,male,moderate,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,no,28,3,7,12,3,9,2.91671785,101.6677269,3
494,27/11/2015,20:08:45,foreigner,female,fat,no,no_kids,big,white,casual,black,long sleeve,red,long,clothes,no,28,6,8,22,1,20,2.922829261,101.7104236,2
485,27/11/2015,17:59:15,malay,female,thin,no,no_kids,big,white,traditional,black,long sleeve,black,long,blankets,no,49,6,9,19,5,9,2.959174896,101.6328632,3
492,27/11/2015,19:20:57,chinese,male,moderate,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,no,33,5,10,42,4,16,2.970966455,101.6698387,2
1525,27/12/2015,15:18:30,foreigner,male,moderate,no,no_kids,big,orange,casual,black,short_sleeve,blue,short,clothes,no,59,5,8,29,4,9,3.177709352,101.6588264,1
3294,27/12/2015,12:24:56,malay,male,moderate,yes,toddler,small,pink,traditional,yellow,short_sleeve,green,short,blankets,no,49,3,8,52,0,12,2.90441652,101.6703089,3
1729,27/12/2015,12:57:04,malay,female,thin,yes,baby,big,white,formal,orange,short_sleeve,green,long,clothes,yes,32,3,10,44,5,16,2.949329951,101.7185974,1
1712,27/12/2015,0:11:44,malay,female,fat,yes,baby,small,orange,formal,green,long sleeve,brown,long,clothes,no,54,6,9,29,4,10,3.06663218,101.3818539,2
967,27/12/2015,21:57:34,chinese,female,moderate,yes,young,big,brown,formal,red,short_sleeve,red,short,blankets,yes,36,5,9,34,0,21,3.057680709,101.5664004,1
2275,27/12/2015,20:31:45,malay,male,fat,yes,toddler,big,white,casual,brown,long sleeve,green,short,blankets,yes,40,4,8,48,1,9,3.142000256,101.7690534,1
3719,27/12/2015,15:27:52,foreigner,female,moderate,yes,baby,big,yellow,formal,pink,short_sleeve,purple,short,blankets,yes,44,3,7,33,2,21,2.904358446,101.6305207,2
2621,27/12/2015,5:02:51,chinese,female,moderate,yes,baby,small,white,traditional,pink,long sleeve,pink,short,clothes,no,27,4,7,51,5,18,3.191667962,101.7220065,2
2476,27/12/2015,2:56:23,foreigner,male,moderate,yes,toddler,small,black,formal,white,short_sleeve,yellow,long,blankets,no,34,5,9,50,3,13,2.906258654,101.6578782,1
3013,27/12/2015,21:58:54,foreigner,female,moderate,yes,baby,small,green,casual,white,short_sleeve,yellow,short,clothes,yes,41,5,7,37,5,17,2.929874173,101.6788424,1
1764,27/12/2015,9:56:01,malay,female,fat,yes,baby,big,orange,traditional,black,long sleeve,purple,short,blankets,no,19,4,7,45,1,13,3.006459673,101.4036382,2
3284,27/12/2015,1:36:54,chinese,male,thin,yes,toddler,small,green,formal,blue,short_sleeve,brown,short,blankets,yes,52,4,8,29,2,14,2.905094343,101.7404702,1
3572,27/12/2015,18:11:48,foreigner,female,fat,yes,toddler,small,red,traditional,purple,short_sleeve,blue,long,clothes,yes,33,6,9,59,2,14,3.128541732,101.7042337,1
3027,27/12/2015,23:43:17,indian,female,fat,yes,baby,big,white,casual,orange,long sleeve,red,short,blankets,no,53,5,10,39,2,18,2.929924363,101.6331119,1
3708,27/12/2015,3:01:57,chinese,male,thin,yes,toddler,big,grey,formal,brown,long sleeve,black,short,clothes,no,44,5,7,27,0,13,2.913288621,101.7112219,1
3038,27/12/2015,11:24:03,chinese,male,moderate,yes,young,small,red,casual,black,long sleeve,red,long,blankets,yes,21,6,7,60,4,14,3.142313407,101.7374946,2
3368,27/12/2015,22:36:03,foreigner,male,fat,yes,toddler,big,orange,formal,grey,long sleeve,purple,long,blankets,no,58,5,10,25,2,15,3.070658568,101.6832808,1
2075,27/12/2015,1:36:37,foreigner,female,moderate,yes,young,small,blue,formal,purple,long sleeve,white,short,blankets,yes,43,5,7,18,5,9,3.12843943,101.6865851,2
2942,27/12/2015,23:34:19,indian,male,thin,yes,baby,small,brown,formal,grey,short_sleeve,green,short,blankets,no,44,4,10,13,4,9,3.031955376,101.3911737,2
2814,27/12/2015,22:47:20,foreigner,female,thin,yes,young,big,orange,traditional,black,long sleeve,black,short,clothes,no,30,4,9,14,3,15,3.175360088,101.7217464,1
2311,27/12/2015,5:03:53,foreigner,male,moderate,no,no_kids,big,brown,formal,black,long sleeve,purple,long,blankets,no,28,3,9,39,2,11,2.922380929,101.687864,1
1350,27/12/2015,19:54:13,foreigner,male,fat,no,no_kids,small,pink,formal,red,short_sleeve,orange,long,blankets,yes,59,3,9,41,3,14,3.093873548,101.6535414,1
2686,27/12/2015,10:47:59,indian,male,fat,yes,toddler,small,purple,traditional,purple,long sleeve,red,long,blankets,yes,51,6,10,36,3,11,3.095674006,101.5378429,3
3215,27/12/2015,8:01:43,foreigner,male,thin,yes,toddler,small,blue,formal,brown,long sleeve,yellow,long,clothes,yes,60,3,9,21,4,7,3.123980025,101.6753649,2
1509,27/12/2015,14:31:45,malay,male,thin,no,no_kids,big,black,casual,white,long sleeve,black,short,clothes,yes,26,6,9,46,5,12,3.095060856,101.4674691,1
1170,27/12/2015,7:24:56,foreigner,female,fat,yes,baby,small,grey,traditional,brown,short_sleeve,blue,long,blankets,yes,35,3,8,31,0,16,3.144265609,101.6994606,1
1321,27/12/2015,19:16:02,malay,male,moderate,yes,toddler,small,blue,traditional,orange,long sleeve,black,short,blankets,no,50,5,7,20,0,21,3.118324231,101.727395,1
1619,27/12/2015,6:26:57,indian,male,fat,yes,toddler,big,black,formal,green,long sleeve,brown,long,clothes,no,51,3,8,40,3,9,3.069239473,101.4439526,3
2314,27/12/2015,2:37:30,indian,female,thin,yes,toddler,big,white,formal,white,long sleeve,red,long,blankets,no,55,3,9,60,5,14,2.919032094,101.6630788,1
1597,27/12/2015,5:13:57,foreigner,male,moderate,no,no_kids,big,green,casual,black,long sleeve,blue,long,blankets,no,45,5,10,48,5,17,3.185780589,101.7641393,1
1286,27/12/2015,2:02:15,malay,female,moderate,yes,toddler,big,red,traditional,green,short_sleeve,brown,long,blankets,yes,35,6,7,32,1,9,3.12917998,101.7197497,2
1193,27/12/2015,0:24:53,malay,male,moderate,yes,young,big,grey,formal,black,long sleeve,blue,short,blankets,no,59,6,10,38,0,14,3.111991483,101.6643618,1
3749,27/12/2015,0:25:11,indian,male,moderate,yes,toddler,small,red,formal,white,long sleeve,grey,short,clothes,no,30,6,8,16,2,12,2.961582245,101.6837047,2
1970,27/12/2015,4:57:45,malay,female,moderate,yes,toddler,small,white,traditional,green,long sleeve,grey,long,clothes,yes,32,4,10,34,0,17,3.048043666,101.480103,3
3250,27/12/2015,9:35:34,indian,female,moderate,yes,toddler,small,black,formal,yellow,long sleeve,white,long,clothes,yes,42,6,10,24,4,13,2.967721557,101.7018784,1
2727,27/12/2015,5:34:51,indian,female,moderate,yes,toddler,small,purple,traditional,yellow,long sleeve,grey,short,clothes,yes,28,3,7,23,5,18,2.925780804,101.7250062,1
3657,28/01/2016,8:05:57,chinese,female,moderate,yes,young,small,yellow,traditional,yellow,long sleeve,red,long,clothes,yes,52,3,7,53,2,9,3.157417853,101.5791497,1
3375,28/01/2016,20:28:29,foreigner,male,fat,yes,toddler,big,purple,formal,grey,short_sleeve,blue,short,blankets,no,53,3,7,54,3,12,3.123172431,101.7733956,1
3909,28/01/2016,23:20:49,indian,male,fat,yes,toddler,big,orange,formal,black,long sleeve,pink,long,clothes,no,52,4,10,23,5,15,3.131382455,101.6307661,1
3804,28/01/2016,2:59:08,chinese,female,moderate,yes,toddler,small,grey,traditional,purple,long sleeve,black,long,clothes,yes,38,6,10,53,5,7,2.972791285,101.71048,2
3577,28/01/2016,19:58:32,indian,female,thin,yes,toddler,small,green,traditional,yellow,short_sleeve,pink,short,blankets,yes,59,5,8,32,1,17,3.085114602,101.5099861,3
3534,28/01/2016,14:24:25,malay,female,thin,no,no_kids,small,grey,traditional,green,long sleeve,black,short,clothes,no,46,6,9,35,4,14,2.921514148,101.688213,1
3809,28/01/2016,13:08:09,malay,female,moderate,yes,young,small,white,casual,white,short_sleeve,red,short,clothes,yes,33,6,7,33,1,12,2.906297838,101.6363493,1
3089,28/01/2016,10:52:15,chinese,female,moderate,no,no_kids,big,green,traditional,red,short_sleeve,pink,long,clothes,no,18,3,9,22,4,12,3.150727286,101.5669698,1
3276,28/01/2016,2:41:25,indian,female,thin,yes,young,big,grey,traditional,white,short_sleeve,red,short,blankets,yes,28,4,8,14,3,21,2.948767186,101.6617312,3
1119,28/01/2016,2:35:51,malay,male,thin,no,no_kids,big,blue,traditional,black,long sleeve,brown,short,blankets,yes,60,4,9,38,2,17,3.093598364,101.6542537,1
1181,28/01/2016,8:57:18,chinese,male,fat,yes,toddler,big,yellow,casual,white,long sleeve,blue,short,clothes,no,25,6,10,49,3,9,3.183122493,101.6364474,2
1195,28/01/2016,6:40:17,malay,female,fat,yes,young,small,purple,traditional,purple,long sleeve,blue,short,clothes,yes,45,3,10,59,4,11,3.141868953,101.7728068,2
3330,28/01/2016,12:36:54,chinese,female,fat,no,no_kids,small,yellow,traditional,orange,long sleeve,grey,short,blankets,no,28,4,8,53,3,16,3.116198739,101.6631993,1
2060,28/01/2016,5:12:33,indian,female,moderate,yes,toddler,small,blue,formal,purple,short_sleeve,blue,long,clothes,no,33,5,10,28,5,14,3.019611353,101.5265904,2
2083,28/01/2016,0:16:24,foreigner,male,thin,yes,toddler,small,pink,casual,red,short_sleeve,blue,short,blankets,yes,49,3,9,53,3,11,3.103497903,101.7533078,2
2877,28/01/2016,15:30:19,indian,male,thin,yes,baby,big,pink,traditional,purple,long sleeve,yellow,long,blankets,no,39,6,9,28,4,15,2.972629888,101.7191107,2
2769,28/01/2016,4:09:09,indian,male,thin,yes,young,small,orange,formal,yellow,long sleeve,yellow,long,clothes,no,28,4,8,16,5,8,3.076710976,101.5116087,2
1276,28/01/2016,7:03:34,malay,male,fat,no,no_kids,big,purple,casual,black,long sleeve,blue,long,blankets,yes,56,4,9,43,4,21,3.095138496,101.6591469,1
2448,28/01/2016,9:28:24,chinese,male,fat,yes,toddler,small,brown,traditional,yellow,long sleeve,brown,short,blankets,yes,18,5,7,43,5,15,3.074700427,101.6339415,1
2218,28/01/2016,15:52:45,malay,female,fat,yes,toddler,small,blue,traditional,pink,long sleeve,pink,short,blankets,no,52,5,7,40,1,9,3.102031423,101.6887398,1
1452,28/01/2016,16:15:46,foreigner,male,moderate,yes,toddler,big,pink,casual,pink,long sleeve,blue,long,blankets,yes,42,3,9,35,1,17,3.14427627,101.7567531,3
1462,28/01/2016,16:09:41,chinese,male,thin,yes,toddler,big,purple,traditional,blue,short_sleeve,blue,short,blankets,no,36,6,7,54,0,7,3.037891867,101.3913381,3
2640,28/01/2016,11:13:13,chinese,male,moderate,no,no_kids,small,grey,traditional,white,long sleeve,brown,short,clothes,yes,32,5,7,60,1,19,3.116632846,101.7652374,2
1271,28/01/2016,19:27:13,malay,female,moderate,yes,baby,small,orange,formal,black,short_sleeve,blue,long,clothes,yes,39,5,8,53,0,19,3.174502887,101.7504036,3
2904,28/01/2016,14:24:27,foreigner,female,thin,no,no_kids,big,grey,traditional,pink,long sleeve,grey,long,blankets,yes,34,6,8,24,5,17,2.907214587,101.7204091,1
1139,28/01/2016,23:54:22,malay,male,fat,yes,baby,small,blue,casual,yellow,short_sleeve,pink,short,clothes,no,39,3,7,48,4,16,3.114644808,101.6557053,1
3098,28/01/2016,2:26:29,chinese,female,fat,yes,toddler,big,orange,casual,green,short_sleeve,blue,long,clothes,yes,32,6,9,55,4,19,3.125503702,101.6836552,3
3033,28/01/2016,5:15:27,foreigner,male,thin,yes,toddler,small,blue,casual,blue,long sleeve,black,long,clothes,yes,56,4,9,24,3,14,3.094589774,101.6059541,3
1998,28/01/2016,11:29:19,foreigner,female,fat,yes,toddler,big,grey,formal,green,short_sleeve,yellow,short,clothes,no,33,4,10,32,2,15,3.136122205,101.699546,1
1848,28/01/2016,16:13:21,foreigner,male,fat,yes,toddler,big,orange,formal,red,long sleeve,yellow,short,blankets,yes,35,4,9,43,5,11,3.142091848,101.7423445,2
3021,28/01/2016,12:23:38,malay,female,moderate,yes,toddler,big,red,formal,green,short_sleeve,red,short,blankets,no,50,3,9,31,1,16,2.90851852,101.6350378,2
821,28/01/2016,18:17:20,malay,female,thin,no,no_kids,big,blue,casual,black,long sleeve,blue,long,clothes,no,54,6,8,19,2,20,3.088757329,101.4817684,1
2999,28/01/2016,7:23:03,foreigner,female,thin,yes,baby,big,yellow,formal,black,long sleeve,blue,short,clothes,yes,60,4,7,36,4,13,3.154361875,101.5695015,2
1902,28/01/2016,5:46:17,foreigner,female,thin,yes,toddler,small,pink,formal,grey,short_sleeve,blue,short,blankets,yes,40,4,9,35,0,9,3.046897196,101.4625542,1
3372,28/01/2016,0:44:06,chinese,male,thin,yes,toddler,small,yellow,formal,black,short_sleeve,green,short,clothes,no,21,5,9,17,4,16,3.016095377,101.4948828,3
898,28/01/2016,20:22:53,indian,female,moderate,yes,toddler,big,pink,traditional,black,short_sleeve,black,short,blankets,no,55,5,8,57,4,10,3.131035598,101.701941,1
923,28/01/2016,14:37:12,foreigner,male,moderate,yes,toddler,big,grey,formal,white,long sleeve,black,short,blankets,no,56,5,10,44,1,19,3.079456149,101.4904768,1
938,28/01/2016,7:08:44,malay,female,moderate,no,no_kids,big,purple,traditional,brown,short_sleeve,blue,long,clothes,no,45,5,7,59,5,7,3.120318944,101.6882341,1
870,28/01/2016,15:13:00,malay,female,moderate,yes,toddler,small,white,casual,orange,short_sleeve,white,long,clothes,yes,48,3,7,13,2,17,3.122388409,101.7242999,1
2467,28/02/2016,10:10:20,chinese,female,moderate,yes,young,big,green,traditional,pink,long sleeve,pink,long,blankets,no,43,3,8,11,3,18,2.929160659,101.7405425,2
2469,28/02/2016,1:57:05,malay,male,fat,yes,toddler,big,orange,traditional,blue,short_sleeve,black,short,blankets,yes,48,5,9,35,1,13,2.933630644,101.7161121,1
1714,28/02/2016,8:46:47,foreigner,female,moderate,yes,young,big,red,casual,red,short_sleeve,blue,short,clothes,yes,45,6,9,28,2,13,3.189979899,101.7593069,3
1713,28/02/2016,2:40:43,foreigner,female,moderate,yes,toddler,big,red,casual,green,short_sleeve,blue,long,clothes,no,37,4,10,23,4,16,3.013990221,101.4534477,3
2313,28/02/2016,21:10:30,foreigner,male,moderate,yes,toddler,big,grey,casual,black,long sleeve,white,short,blankets,yes,33,5,7,23,0,10,2.9086064,101.6668225,3
2386,28/02/2016,1:07:38,indian,male,thin,yes,young,big,pink,formal,grey,long sleeve,white,short,blankets,no,49,4,7,45,4,13,3.129686653,101.6009475,2
1782,28/02/2016,12:41:18,foreigner,male,fat,yes,young,big,white,casual,brown,short_sleeve,blue,long,blankets,no,59,4,9,19,4,9,3.055652906,101.4451212,1
1816,28/02/2016,15:51:22,chinese,male,moderate,yes,toddler,small,brown,traditional,black,short_sleeve,green,long,clothes,yes,36,5,7,32,0,12,3.090736218,101.6718956,3
2502,28/02/2016,7:49:05,chinese,female,moderate,no,no_kids,small,blue,formal,white,long sleeve,blue,short,blankets,no,49,5,10,46,5,7,3.148907541,101.6505758,1
2375,28/02/2016,10:36:15,foreigner,male,fat,yes,toddler,big,pink,casual,blue,long sleeve,purple,short,clothes,no,21,4,10,18,1,9,3.064755064,101.6139052,1
2412,28/02/2016,20:36:50,foreigner,female,thin,yes,young,small,red,casual,blue,long sleeve,black,long,clothes,no,44,4,7,28,4,10,3.091449039,101.6576801,3
2271,28/02/2016,13:17:42,foreigner,female,fat,yes,toddler,small,red,casual,grey,short_sleeve,orange,long,blankets,no,22,3,9,25,0,9,3.02435691,101.4489059,1
